Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
1,1666104780289,18/10/2022 14:53:00,1666104777736,1,18/10/2022 15:52:57,99963,4,task-mqly,,24658161,5f200a9ae4a314270ab24cff,7281174,,complete,,634ebda7f839fd4d4766374a,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1536x864,1536x754,urn-eyes,consent-form-data,2,Team Bandit,,,bandit-eyes,consented,,,,,,,,,,,,,,,urn-eyes,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666104784532,18/10/2022 14:53:04,1666104782011,1,18/10/2022 15:53:02,99963,4,task-mqly,,24658161,5f200a9ae4a314270ab24cff,7281174,,complete,,634ebda7f839fd4d4766374a,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1536x864,1519x754,urn-eyes,consent-form-data,2,Team Bandit,,,bandit-eyes,consented,,,,,,,,,,,,,,,urn-eyes,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,4251.600000023842,,,,,0,1,0,,,,,,form
3,1666104784673,18/10/2022 14:53:04,1666104782013,1,18/10/2022 15:53:02,99963,4,task-mqly,,24658161,5f200a9ae4a314270ab24cff,7281174,,complete,,634ebda7f839fd4d4766374a,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1536x864,1519x754,urn-eyes,consent-form-data,2,Team Bandit,,,bandit-eyes,consented,,,,,,,,,,,,,,,urn-eyes,,,,consented,Spreadsheet1,,,END TASK,,,,,4277,,,,,0,1,0,,,,,,
1,1666104820676,18/10/2022 14:53:40,1666104819908,1,18/10/2022 15:53:39,99963,4,task-mqly,,24658190,5ac4ddec68b65b00018d5355,7281187,,complete,,634ebdde464112eab967ba89,computer,Desktop or Laptop,Windows 7,Chrome 106.0.0.0,1536x960,1536x819,str-vanilla,consent-form-data,2,Team Stroop,stroop-vanilla,,,consented,str-vanilla,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666104824888,18/10/2022 14:53:44,1666104824137,1,18/10/2022 15:53:44,99963,4,task-mqly,,24658190,5ac4ddec68b65b00018d5355,7281187,,complete,,634ebdde464112eab967ba89,computer,Desktop or Laptop,Windows 7,Chrome 106.0.0.0,1536x960,1536x819,str-vanilla,consent-form-data,2,Team Stroop,stroop-vanilla,,,consented,str-vanilla,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,4206.39999999851,,,,,0,1,0,,,,,,form
3,1666104824958,18/10/2022 14:53:44,1666104824140,1,18/10/2022 15:53:44,99963,4,task-mqly,,24658190,5ac4ddec68b65b00018d5355,7281187,,complete,,634ebdde464112eab967ba89,computer,Desktop or Laptop,Windows 7,Chrome 106.0.0.0,1536x960,1536x819,str-vanilla,consent-form-data,2,Team Stroop,stroop-vanilla,,,consented,str-vanilla,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,4232,,,,,0,1,0,,,,,,
1,1666104828639,18/10/2022 14:53:48,1666104828558,1,18/10/2022 15:53:48,99963,4,task-mqly,,24658201,5c7bc14c5a66930001243b00,7281190,,complete,,634ebde8f4a365ddaef5b2ba,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x601,rdk-vanilla,consent-form-data,2,Team RDK,,rdk-vanilla,,consented,,,,,,,rdk-vanilla,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666104831442,18/10/2022 14:53:51,1666104831389,1,18/10/2022 15:53:51,99963,4,task-mqly,,24658201,5c7bc14c5a66930001243b00,7281190,,complete,,634ebde8f4a365ddaef5b2ba,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x601,rdk-vanilla,consent-form-data,2,Team RDK,,rdk-vanilla,,consented,,,,,,,rdk-vanilla,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2769.800000011921,,,,,0,1,0,,,,,,form
3,1666104831519,18/10/2022 14:53:51,1666104831395,1,18/10/2022 15:53:51,99963,4,task-mqly,,24658201,5c7bc14c5a66930001243b00,7281190,,complete,,634ebde8f4a365ddaef5b2ba,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x601,rdk-vanilla,consent-form-data,2,Team RDK,,rdk-vanilla,,consented,,,,,,,rdk-vanilla,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2837,,,,,0,1,0,,,,,,
1,1666104845329,18/10/2022 14:54:05,1666104842023,1,18/10/2022 15:54:02,99963,4,task-mqly,,24658212,6349846837c4eb9c40269ba7,7281184,,complete,,634ebddc1726911ec7c084b5,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1200,1920x1057,rdk-eyes,consent-form-data,2,Team RDK,,rdk-eyes,,consented,,,,,,,,,rdk-eyes,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666104847955,18/10/2022 14:54:07,1666104844706,1,18/10/2022 15:54:04,99963,4,task-mqly,,24658212,6349846837c4eb9c40269ba7,7281184,,complete,,634ebddc1726911ec7c084b5,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1200,1920x1057,rdk-eyes,consent-form-data,2,Team RDK,,rdk-eyes,,consented,,,,,,,,,rdk-eyes,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2652.2000000001863,,,,,0,1,0,,,,,,form
3,1666104848017,18/10/2022 14:54:08,1666104844710,1,18/10/2022 15:54:04,99963,4,task-mqly,,24658212,6349846837c4eb9c40269ba7,7281184,,complete,,634ebddc1726911ec7c084b5,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1200,1920x1057,rdk-eyes,consent-form-data,2,Team RDK,,rdk-eyes,,consented,,,,,,,,,rdk-eyes,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2687,,,,,0,1,0,,,,,,
1,1666104849511,18/10/2022 14:54:09,1666104850948,1,18/10/2022 15:54:10,99963,4,task-mqly,,24658224,60cd17c8485db76d5acf8109,7281193,,complete,,634ebded366ded34e0e676c4,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x657,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666104853819,18/10/2022 14:54:13,1666104855303,1,18/10/2022 15:54:15,99963,4,task-mqly,,24658224,60cd17c8485db76d5acf8109,7281193,,complete,,634ebded366ded34e0e676c4,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x657,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,4326.200000000186,,,,,0,1,0,,,,,,form
3,1666104853904,18/10/2022 14:54:13,1666104855306,1,18/10/2022 15:54:15,99963,4,task-mqly,,24658224,60cd17c8485db76d5acf8109,7281193,,complete,,634ebded366ded34e0e676c4,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x657,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,4358,,,,,0,1,0,,,,,,
1,1666104916413,18/10/2022 14:55:16,1666104916037,1,18/10/2022 15:55:16,99963,4,task-mqly,,24658283,614dc0e12fd3aacd9b728f90,7281210,,complete,,634ebe30e6c6b9c1ef2d78f3,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x969,rdk-bonus,consent-form-data,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,rdk-bonus,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666104918651,18/10/2022 14:55:18,1666104918267,1,18/10/2022 15:55:18,99963,4,task-mqly,,24658283,614dc0e12fd3aacd9b728f90,7281210,,complete,,634ebe30e6c6b9c1ef2d78f3,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x969,rdk-bonus,consent-form-data,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,rdk-bonus,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2210.2999999988824,,,,,0,1,0,,,,,,form
3,1666104918752,18/10/2022 14:55:18,1666104918270,1,18/10/2022 15:55:18,99963,4,task-mqly,,24658283,614dc0e12fd3aacd9b728f90,7281210,,complete,,634ebe30e6c6b9c1ef2d78f3,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x969,rdk-bonus,consent-form-data,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,rdk-bonus,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2233,,,,,0,1,0,,,,,,
1,1666105266497,18/10/2022 15:01:06,1666105266432,1,18/10/2022 16:01:06,99963,4,task-mqly,,24658480,6113c3ab816c53f62e7ae05b,7281283,,complete,,634ebe5ffb77fe0e9b62c0cb,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.3,1440x900,1440x900,urn-finalfeed,consent-form-data,2,Team Bandit,,,bandit-finalfeedback,consented,,,,,,,,,,,,,,,,,urn-finalfeed,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666105272068,18/10/2022 15:01:12,1666105272007,1,18/10/2022 16:01:12,99963,4,task-mqly,,24658480,6113c3ab816c53f62e7ae05b,7281283,,complete,,634ebe5ffb77fe0e9b62c0cb,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.3,1440x900,1440x900,urn-finalfeed,consent-form-data,2,Team Bandit,,,bandit-finalfeedback,consented,,,,,,,,,,,,,,,,,urn-finalfeed,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,5536,,,,,0,1,0,,,,,,form
3,1666105272135,18/10/2022 15:01:12,1666105272011,1,18/10/2022 16:01:12,99963,4,task-mqly,,24658480,6113c3ab816c53f62e7ae05b,7281283,,complete,,634ebe5ffb77fe0e9b62c0cb,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.3,1440x900,1440x900,urn-finalfeed,consent-form-data,2,Team Bandit,,,bandit-finalfeedback,consented,,,,,,,,,,,,,,,,,urn-finalfeed,,consented,Spreadsheet1,,,END TASK,,,,,5579,,,,,0,1,0,,,,,,
1,1666108341806,18/10/2022 15:52:21,1666108347544,1,18/10/2022 16:52:27,99963,4,task-mqly,,24660339,5f033543945c554f816f6ad7,7281992,,complete,,634eca07888d19607d15410d,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1600x900,1600x827,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666108345003,18/10/2022 15:52:25,1666108350791,1,18/10/2022 16:52:30,99963,4,task-mqly,,24660339,5f033543945c554f816f6ad7,7281992,,complete,,634eca07888d19607d15410d,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1600x900,1600x827,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3119.399999976158,,,,,0,1,0,,,,,,form
3,1666108345081,18/10/2022 15:52:25,1666108350800,1,18/10/2022 16:52:30,99963,4,task-mqly,,24660339,5f033543945c554f816f6ad7,7281992,,complete,,634eca07888d19607d15410d,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1600x900,1600x827,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,3256,,,,,0,1,0,,,,,,
1,1666778137256,26/10/2022 09:55:37,1666778137915,1,26/10/2022 10:55:37,99963,4,task-mqly,,24820232,60ef047e8969715a3db7181a,7329292,,complete,,635903d14fb2eed73a99a3ad,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1707x960,1707x817,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778143958,26/10/2022 09:55:43,1666778144648,1,26/10/2022 10:55:44,99963,4,task-mqly,,24820232,60ef047e8969715a3db7181a,7329292,,complete,,635903d14fb2eed73a99a3ad,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1707x960,1707x817,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,6703.200000047684,,,,,0,1,0,,,,,,form
3,1666778144038,26/10/2022 09:55:44,1666778144651,1,26/10/2022 10:55:44,99963,4,task-mqly,,24820232,60ef047e8969715a3db7181a,7329292,,complete,,635903d14fb2eed73a99a3ad,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1707x960,1707x817,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,6736,,,,,0,1,0,,,,,,
1,1666778304136,26/10/2022 09:58:24,1666778304543,1,26/10/2022 10:58:24,99963,4,task-mqly,,24820265,60173121d4e20d97e1b19263,7329300,,complete,,635904a4f3e3542d6fba9f11,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,urn-bonus,consent-form-data,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778306066,26/10/2022 09:58:26,1666778306548,1,26/10/2022 10:58:26,99963,4,task-mqly,,24820265,60173121d4e20d97e1b19263,7329300,,complete,,635904a4f3e3542d6fba9f11,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,urn-bonus,consent-form-data,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1936,,,,,0,1,0,,,,,,form
3,1666778306148,26/10/2022 09:58:26,1666778306552,1,26/10/2022 10:58:26,99963,4,task-mqly,,24820265,60173121d4e20d97e1b19263,7329300,,complete,,635904a4f3e3542d6fba9f11,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,urn-bonus,consent-form-data,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,,,END TASK,,,,,2009,,,,,0,1,0,,,,,,
1,1666778387777,26/10/2022 09:59:47,1666778385678,1,26/10/2022 10:59:45,99963,4,task-mqly,,24820288,5e0e0f1af9e75055f77d4ec8,7329310,,complete,,635904fa81282429351a5493,computer,Desktop or Laptop,Windows 8.1,Chrome 106.0.0.0,1536x864,1460x731,str-progress,consent-form-data,2,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778392590,26/10/2022 09:59:52,1666778390568,1,26/10/2022 10:59:50,99963,4,task-mqly,,24820288,5e0e0f1af9e75055f77d4ec8,7329310,,complete,,635904fa81282429351a5493,computer,Desktop or Laptop,Windows 8.1,Chrome 106.0.0.0,1536x864,1460x731,str-progress,consent-form-data,2,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,4844.200000047684,,,,,0,1,0,,,,,,form
3,1666778392680,26/10/2022 09:59:52,1666778390572,1,26/10/2022 10:59:50,99963,4,task-mqly,,24820288,5e0e0f1af9e75055f77d4ec8,7329310,,complete,,635904fa81282429351a5493,computer,Desktop or Laptop,Windows 8.1,Chrome 106.0.0.0,1536x864,1460x731,str-progress,consent-form-data,2,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,4894,,,,,0,1,0,,,,,,
1,1666778510017,26/10/2022 10:01:50,1666778509873,1,26/10/2022 11:01:49,99963,4,task-mqly,,24820322,5fb7d0c98a2ddb3d22902d37,7329320,,complete,,6359057b63c4f225b78d38f0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x726,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778516328,26/10/2022 10:01:56,1666778516268,1,26/10/2022 11:01:56,99963,4,task-mqly,,24820322,5fb7d0c98a2ddb3d22902d37,7329320,,complete,,6359057b63c4f225b78d38f0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x726,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,6337,,,,,0,1,0,,,,,,form
3,1666778516557,26/10/2022 10:01:56,1666778516272,1,26/10/2022 11:01:56,99963,4,task-mqly,,24820322,5fb7d0c98a2ddb3d22902d37,7329320,,complete,,6359057b63c4f225b78d38f0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x726,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,6399,,,,,0,1,0,,,,,,
1,1666778524175,26/10/2022 10:02:04,1666778524967,1,26/10/2022 11:02:04,99963,4,task-mqly,,24820330,60dc4efb2040b779f963369d,7329319,,complete,,6359051fd9336de687fd05a8,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x569,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778527288,26/10/2022 10:02:07,1666778528131,1,26/10/2022 11:02:08,99963,4,task-mqly,,24820330,60dc4efb2040b779f963369d,7329319,,complete,,6359051fd9336de687fd05a8,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x569,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3124.600000023842,,,,,0,1,0,,,,,,form
3,1666778527338,26/10/2022 10:02:07,1666778528137,1,26/10/2022 11:02:08,99963,4,task-mqly,,24820330,60dc4efb2040b779f963369d,7329319,,complete,,6359051fd9336de687fd05a8,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x569,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,3170,,,,,0,1,0,,,,,,
1,1666778549912,26/10/2022 10:02:29,1666778549806,1,26/10/2022 11:02:29,99963,4,task-mqly,,24820345,57719c19b425c40001433b1f,7329325,,complete,,63590599bc7e2b7061650454,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1280x720,1280x601,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778552657,26/10/2022 10:02:32,1666778552465,1,26/10/2022 11:02:32,99963,4,task-mqly,,24820345,57719c19b425c40001433b1f,7329325,,complete,,63590599bc7e2b7061650454,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1280x720,1280x601,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2624.5,,,,,0,1,0,,,,,,form
3,1666778552772,26/10/2022 10:02:32,1666778552469,1,26/10/2022 11:02:32,99963,4,task-mqly,,24820345,57719c19b425c40001433b1f,7329325,,complete,,63590599bc7e2b7061650454,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1280x720,1280x601,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2663,,,,,0,1,0,,,,,,
1,1666778577718,26/10/2022 10:02:57,1666778577996,1,26/10/2022 11:02:57,99963,4,task-mqly,,24820356,59e89bb7e75b450001a69461,7329326,,complete,,635905a539c4c1b5bc141099,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1283x920,urn-vanilla,consent-form-data,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,urn-vanilla,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778582974,26/10/2022 10:03:02,1666778583284,1,26/10/2022 11:03:03,99963,4,task-mqly,,24820356,59e89bb7e75b450001a69461,7329326,,complete,,635905a539c4c1b5bc141099,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1283x920,urn-vanilla,consent-form-data,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,urn-vanilla,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,5257.5999999940395,,,,,0,1,0,,,,,,form
3,1666778583050,26/10/2022 10:03:03,1666778583286,1,26/10/2022 11:03:03,99963,4,task-mqly,,24820356,59e89bb7e75b450001a69461,7329326,,complete,,635905a539c4c1b5bc141099,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1283x920,urn-vanilla,consent-form-data,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,urn-vanilla,,,,,,consented,Spreadsheet1,,,END TASK,,,,,5290,,,,,0,1,0,,,,,,
1,1666778627531,26/10/2022 10:03:47,1666778628599,1,26/10/2022 11:03:48,99963,4,task-mqly,,24820364,5a56bfa0acc75b00017a15f2,7329330,,complete,,635905eed97269ed69cb06d2,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x969,str-finalfeed,consent-form-data,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,str-finalfeed,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778629683,26/10/2022 10:03:49,1666778630810,1,26/10/2022 11:03:50,99963,4,task-mqly,,24820364,5a56bfa0acc75b00017a15f2,7329330,,complete,,635905eed97269ed69cb06d2,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x969,str-finalfeed,consent-form-data,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,str-finalfeed,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2174.5999999046326,,,,,0,1,0,,,,,,form
3,1666778629751,26/10/2022 10:03:49,1666778630813,1,26/10/2022 11:03:50,99963,4,task-mqly,,24820364,5a56bfa0acc75b00017a15f2,7329330,,complete,,635905eed97269ed69cb06d2,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x969,str-finalfeed,consent-form-data,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,str-finalfeed,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2214,,,,,0,1,0,,,,,,
1,1666778643025,26/10/2022 10:04:03,1666778642762,1,26/10/2022 11:04:02,99963,4,task-mqly,,24820372,60b1fcb92ac05499e8c028ad,7329332,,complete,,63590602f11a7501dcb07f4b,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1536x864,1536x722,str-bonus,consent-form-data,2,Team Stroop,stroop-bonus,,,consented,,,,,,str-bonus,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778646306,26/10/2022 10:04:06,1666778646115,1,26/10/2022 11:04:06,99963,4,task-mqly,,24820372,60b1fcb92ac05499e8c028ad,7329332,,complete,,63590602f11a7501dcb07f4b,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1536x864,1519x722,str-bonus,consent-form-data,2,Team Stroop,stroop-bonus,,,consented,,,,,,str-bonus,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3321.5999999046326,,,,,0,1,0,,,,,,form
3,1666778646436,26/10/2022 10:04:06,1666778646117,1,26/10/2022 11:04:06,99963,4,task-mqly,,24820372,60b1fcb92ac05499e8c028ad,7329332,,complete,,63590602f11a7501dcb07f4b,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1536x864,1519x722,str-bonus,consent-form-data,2,Team Stroop,stroop-bonus,,,consented,,,,,,str-bonus,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,3355,,,,,0,1,0,,,,,,
1,1666778649406,26/10/2022 10:04:09,1666778648855,1,26/10/2022 11:04:08,99963,4,task-mqly,,24820380,59e71906ac0af70001b36a06,7329336,,complete,,6359060478c06497ac141096,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1360x768,1360x657,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
