Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
2,1666778656566,26/10/2022 10:04:16,1666778656031,1,26/10/2022 11:04:16,99963,4,task-mqly,,24820380,59e71906ac0af70001b36a06,7329336,,complete,,6359060478c06497ac141096,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1360x768,1360x657,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,7139.699999999255,,,,,0,1,0,,,,,,form
3,1666778656632,26/10/2022 10:04:16,1666778656033,1,26/10/2022 11:04:16,99963,4,task-mqly,,24820380,59e71906ac0af70001b36a06,7329336,,complete,,6359060478c06497ac141096,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1360x768,1360x657,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,7178,,,,,0,1,0,,,,,,
1,1666778656509,26/10/2022 10:04:16,1666778656079,1,26/10/2022 11:04:16,99963,4,task-mqly,,24820385,5d8125f63d05eb0001731115,7329340,,complete,,635905d7b4f91b23bb1a54b6,computer,Desktop or Laptop,Windows 10,Opera 91.0.4516.77,1920x1080,1384x691,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778660951,26/10/2022 10:04:20,1666778660583,1,26/10/2022 11:04:20,99963,4,task-mqly,,24820385,5d8125f63d05eb0001731115,7329340,,complete,,635905d7b4f91b23bb1a54b6,computer,Desktop or Laptop,Windows 10,Opera 91.0.4516.77,1920x1080,1384x691,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,4481.9000000059605,,,,,0,1,0,,,,,,form
3,1666778661061,26/10/2022 10:04:21,1666778660586,1,26/10/2022 11:04:20,99963,4,task-mqly,,24820385,5d8125f63d05eb0001731115,7329340,,complete,,635905d7b4f91b23bb1a54b6,computer,Desktop or Laptop,Windows 10,Opera 91.0.4516.77,1920x1080,1384x691,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,4507,,,,,0,1,0,,,,,,
1,1666778682961,26/10/2022 10:04:42,1666778683047,1,26/10/2022 11:04:43,99963,4,task-mqly,,24820395,5b222ba7c6eff00001dd7be0,7329342,,complete,,635906079411c5e68d585b3b,computer,Desktop or Laptop,Chromium OS 14989.107.0,Chrome 105.0.0.0,1920x1080,1920x929,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778684492,26/10/2022 10:04:44,1666778684618,1,26/10/2022 11:04:44,99963,4,task-mqly,,24820395,5b222ba7c6eff00001dd7be0,7329342,,complete,,635906079411c5e68d585b3b,computer,Desktop or Laptop,Chromium OS 14989.107.0,Chrome 105.0.0.0,1920x1080,1920x929,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1444.1999999284744,,,,,0,1,0,,,,,,form
3,1666778684581,26/10/2022 10:04:44,1666778684628,1,26/10/2022 11:04:44,99963,4,task-mqly,,24820395,5b222ba7c6eff00001dd7be0,7329342,,complete,,635906079411c5e68d585b3b,computer,Desktop or Laptop,Chromium OS 14989.107.0,Chrome 105.0.0.0,1920x1080,1920x929,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,1581,,,,,0,1,0,,,,,,
1,1666778686615,26/10/2022 10:04:46,1666778686169,1,26/10/2022 11:04:46,99963,4,task-mqly,,24820399,5f490765ad7baa3fa428b36f,7329345,,complete,,6359063427e1b87e896e78fd,computer,Desktop or Laptop,Windows 10,Opera 91.0.4516.95,2560x1440,1347x870,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778688262,26/10/2022 10:04:48,1666778687836,1,26/10/2022 11:04:47,99963,4,task-mqly,,24820399,5f490765ad7baa3fa428b36f,7329345,,complete,,6359063427e1b87e896e78fd,computer,Desktop or Laptop,Windows 10,Opera 91.0.4516.95,2560x1440,1347x870,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1644,,,,,0,1,0,,,,,,form
3,1666778688338,26/10/2022 10:04:48,1666778687839,1,26/10/2022 11:04:47,99963,4,task-mqly,,24820399,5f490765ad7baa3fa428b36f,7329345,,complete,,6359063427e1b87e896e78fd,computer,Desktop or Laptop,Windows 10,Opera 91.0.4516.95,2560x1440,1347x870,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,1670,,,,,0,1,0,,,,,,
1,1666778705632,26/10/2022 10:05:05,1666778705416,1,26/10/2022 11:05:05,99963,4,task-mqly,,24820411,5d48ad5ada9cb60001aa59d9,7329349,,complete,,6359063b286d09937a8688f7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1920x1080,1505x881,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778710619,26/10/2022 10:05:10,1666778710477,1,26/10/2022 11:05:10,99963,4,task-mqly,,24820411,5d48ad5ada9cb60001aa59d9,7329349,,complete,,6359063b286d09937a8688f7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1920x1080,1505x881,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,5041.5,,,,,0,1,0,,,,,,form
3,1666778710712,26/10/2022 10:05:10,1666778710479,1,26/10/2022 11:05:10,99963,4,task-mqly,,24820411,5d48ad5ada9cb60001aa59d9,7329349,,complete,,6359063b286d09937a8688f7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1920x1080,1505x881,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,5063,,,,,0,1,0,,,,,,
1,1666778819801,26/10/2022 10:06:59,1666778820434,1,26/10/2022 11:07:00,99963,4,task-mqly,,24820457,58dd1fdb85527a000101ffaf,7329369,,complete,,6359069d5d0ba7594d155a56,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778825964,26/10/2022 10:07:05,1666778826665,1,26/10/2022 11:07:06,99963,4,task-mqly,,24820457,58dd1fdb85527a000101ffaf,7329369,,complete,,6359069d5d0ba7594d155a56,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,5961.700000017881,,,,,0,1,0,,,,,,form
3,1666778826028,26/10/2022 10:07:06,1666778826675,1,26/10/2022 11:07:06,99963,4,task-mqly,,24820457,58dd1fdb85527a000101ffaf,7329369,,complete,,6359069d5d0ba7594d155a56,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,6241,,,,,0,1,0,,,,,,
1,1666778820418,26/10/2022 10:07:00,1666778820609,1,26/10/2022 11:07:00,99963,4,task-mqly,,24820458,5805db219ff6120001a135a2,7329374,,complete,,635906b15829c37b8e74050b,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x629,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778822873,26/10/2022 10:07:02,1666778823073,1,26/10/2022 11:07:03,99963,4,task-mqly,,24820458,5805db219ff6120001a135a2,7329374,,complete,,635906b15829c37b8e74050b,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x629,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2332.300000000745,,,,,0,1,0,,,,,,form
3,1666778822992,26/10/2022 10:07:02,1666778823082,1,26/10/2022 11:07:03,99963,4,task-mqly,,24820458,5805db219ff6120001a135a2,7329374,,complete,,635906b15829c37b8e74050b,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x629,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,2474,,,,,0,1,0,,,,,,
1,1666778827070,26/10/2022 10:07:07,1666778826503,1,26/10/2022 11:07:06,99963,4,task-mqly,,24820462,5f4f632418bf9a000a0368ac,7329376,,complete,,635906ba5318f0f71874056f,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x961,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778829127,26/10/2022 10:07:09,1666778828585,1,26/10/2022 11:07:08,99963,4,task-mqly,,24820462,5f4f632418bf9a000a0368ac,7329376,,complete,,635906ba5318f0f71874056f,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x961,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2059.8000000002794,,,,,0,1,0,,,,,,form
3,1666778829226,26/10/2022 10:07:09,1666778828588,1,26/10/2022 11:07:08,99963,4,task-mqly,,24820462,5f4f632418bf9a000a0368ac,7329376,,complete,,635906ba5318f0f71874056f,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x961,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2085,,,,,0,1,0,,,,,,
1,1666778908371,26/10/2022 10:08:28,1666778909308,1,26/10/2022 11:08:29,99963,4,task-mqly,,24820494,5c5432c098016d0001541ef7,7329388,,complete,,6359070105d1a02e82fe2e53,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1350x604,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778914866,26/10/2022 10:08:34,1666778915827,1,26/10/2022 11:08:35,99963,4,task-mqly,,24820494,5c5432c098016d0001541ef7,7329388,,complete,,6359070105d1a02e82fe2e53,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1350x604,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,6476.299999952316,,,,,0,1,0,,,,,,form
3,1666778914928,26/10/2022 10:08:34,1666778915831,1,26/10/2022 11:08:35,99963,4,task-mqly,,24820494,5c5432c098016d0001541ef7,7329388,,complete,,6359070105d1a02e82fe2e53,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1350x604,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,6524,,,,,0,1,0,,,,,,
1,1666778912355,26/10/2022 10:08:32,1666778912197,1,26/10/2022 11:08:32,99963,4,task-mqly,,24820497,5e5fc65b2fa0a630d38a4251,7329391,,complete,,635906fe5ffdb5a8e3650443,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778914477,26/10/2022 10:08:34,1666778914370,1,26/10/2022 11:08:34,99963,4,task-mqly,,24820497,5e5fc65b2fa0a630d38a4251,7329391,,complete,,635906fe5ffdb5a8e3650443,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2137,,,,,0,1,0,,,,,,form
3,1666778914569,26/10/2022 10:08:34,1666778914374,1,26/10/2022 11:08:34,99963,4,task-mqly,,24820497,5e5fc65b2fa0a630d38a4251,7329391,,complete,,635906fe5ffdb5a8e3650443,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.3,1440x900,1440x820,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,2178,,,,,0,1,0,,,,,,
1,1666778929727,26/10/2022 10:08:49,1666778929611,1,26/10/2022 11:08:49,99963,4,task-mqly,,24820510,5cbcc928ec9b730018bad2a9,7329394,,complete,,6359071cfb3b2d2f30cb06f9,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 106.0.0.0,1440x900,1440x699,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778932831,26/10/2022 10:08:52,1666778932589,1,26/10/2022 11:08:52,99963,4,task-mqly,,24820510,5cbcc928ec9b730018bad2a9,7329394,,complete,,6359071cfb3b2d2f30cb06f9,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 106.0.0.0,1440x900,1440x699,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2936.699999999997,,,,,0,1,0,,,,,,form
3,1666778932919,26/10/2022 10:08:52,1666778932592,1,26/10/2022 11:08:52,99963,4,task-mqly,,24820510,5cbcc928ec9b730018bad2a9,7329394,,complete,,6359071cfb3b2d2f30cb06f9,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 106.0.0.0,1440x900,1440x699,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2981,,,,,0,1,0,,,,,,
1,1666778945562,26/10/2022 10:09:05,1666778943476,1,26/10/2022 11:09:03,99963,4,task-mqly,,24820521,60ae104cb6aa10bed11e2fd5,7329395,,complete,,6359071fc6f77d46f9fe2e40,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1536x864,1262x722,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778966979,26/10/2022 10:09:26,1666778964916,1,26/10/2022 11:09:24,99963,4,task-mqly,,24820521,60ae104cb6aa10bed11e2fd5,7329395,,complete,,6359071fc6f77d46f9fe2e40,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1536x864,1262x722,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,21422.699999999953,,,,,0,1,0,,,,,,form
3,1666778967074,26/10/2022 10:09:27,1666778964918,1,26/10/2022 11:09:24,99963,4,task-mqly,,24820521,60ae104cb6aa10bed11e2fd5,7329395,,complete,,6359071fc6f77d46f9fe2e40,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.52,1536x864,1262x722,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,21442,,,,,0,1,0,,,,,,
1,1666778947808,26/10/2022 10:09:07,1666778947015,1,26/10/2022 11:09:07,99963,4,task-mqly,,24820522,55b17aaefdf99b5daa094696,7329399,,complete,,635906fe282026af42e32e43,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1504x1003,1504x860,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778953383,26/10/2022 10:09:13,1666778952583,1,26/10/2022 11:09:12,99963,4,task-mqly,,24820522,55b17aaefdf99b5daa094696,7329399,,complete,,635906fe282026af42e32e43,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1504x1003,1504x860,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,5445.199999988079,,,,,0,1,0,,,,,,form
3,1666778953460,26/10/2022 10:09:13,1666778952593,1,26/10/2022 11:09:12,99963,4,task-mqly,,24820522,55b17aaefdf99b5daa094696,7329399,,complete,,635906fe282026af42e32e43,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1504x1003,1504x860,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,5578,,,,,0,1,0,,,,,,
1,1666778976579,26/10/2022 10:09:36,1666778976250,1,26/10/2022 11:09:36,99963,4,task-mqly,,24820539,62925df6b0f2b1613bbfeaa2,7329397,,complete,,63590720b33a59d42ccb3482,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1536x864,1536x714,rdk-bonus,consent-form-data,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,rdk-bonus,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778988487,26/10/2022 10:09:48,1666778988176,1,26/10/2022 11:09:48,99963,4,task-mqly,,24820539,62925df6b0f2b1613bbfeaa2,7329397,,complete,,63590720b33a59d42ccb3482,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1536x864,1519x714,rdk-bonus,consent-form-data,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,rdk-bonus,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,11896.399999856949,,,,,0,1,0,,,,,,form
3,1666778988550,26/10/2022 10:09:48,1666778988180,1,26/10/2022 11:09:48,99963,4,task-mqly,,24820539,62925df6b0f2b1613bbfeaa2,7329397,,complete,,63590720b33a59d42ccb3482,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1536x864,1519x714,rdk-bonus,consent-form-data,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,rdk-bonus,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,11930,,,,,0,1,0,,,,,,
1,1666778979455,26/10/2022 10:09:39,1666778981977,1,26/10/2022 11:09:41,99963,4,task-mqly,,24820541,62fce4205ca2afaafe6e8e86,7329406,,complete,,63590752d0bc9416c96edc98,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.47,1280x720,1500x714,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778981581,26/10/2022 10:09:41,1666778984125,1,26/10/2022 11:09:44,99963,4,task-mqly,,24820541,62fce4205ca2afaafe6e8e86,7329406,,complete,,63590752d0bc9416c96edc98,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.47,1280x720,1500x714,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2122.2000000476837,,,,,0,1,0,,,,,,form
3,1666778981640,26/10/2022 10:09:41,1666778984128,1,26/10/2022 11:09:44,99963,4,task-mqly,,24820541,62fce4205ca2afaafe6e8e86,7329406,,complete,,63590752d0bc9416c96edc98,computer,Desktop or Laptop,Windows 10,Edge 106.0.1370.47,1280x720,1500x714,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2152,,,,,0,1,0,,,,,,
1,1666778984967,26/10/2022 10:09:44,1666778984887,1,26/10/2022 11:09:44,99963,4,task-mqly,,24820544,5ea9dc8cd3196e14b0ab277a,7329405,,complete,,6359074d686e6be29dc86ee9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1376x741,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666778987993,26/10/2022 10:09:47,1666778987935,1,26/10/2022 11:09:47,99963,4,task-mqly,,24820544,5ea9dc8cd3196e14b0ab277a,7329405,,complete,,6359074d686e6be29dc86ee9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1376x741,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3017.4000000953674,,,,,0,1,0,,,,,,form
3,1666778988059,26/10/2022 10:09:48,1666778987938,1,26/10/2022 11:09:47,99963,4,task-mqly,,24820544,5ea9dc8cd3196e14b0ab277a,7329405,,complete,,6359074d686e6be29dc86ee9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1376x741,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,3051,,,,,0,1,0,,,,,,
1,1666778988114,26/10/2022 10:09:48,1666778986589,1,26/10/2022 11:09:46,99963,4,task-mqly,,24820548,58df11961400fc000120786d,7329407,,complete,,63590750e64886dcab6edc98,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x657,str-bonus,consent-form-data,2,Team Stroop,stroop-bonus,,,consented,,,,,,str-bonus,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779003180,26/10/2022 10:10:03,1666779001678,1,26/10/2022 11:10:01,99963,4,task-mqly,,24820548,58df11961400fc000120786d,7329407,,complete,,63590750e64886dcab6edc98,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x657,str-bonus,consent-form-data,2,Team Stroop,stroop-bonus,,,consented,,,,,,str-bonus,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,15012.699999988079,,,,,0,1,0,,,,,,form
3,1666779003262,26/10/2022 10:10:03,1666779001682,1,26/10/2022 11:10:01,99963,4,task-mqly,,24820548,58df11961400fc000120786d,7329407,,complete,,63590750e64886dcab6edc98,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x657,str-bonus,consent-form-data,2,Team Stroop,stroop-bonus,,,consented,,,,,,str-bonus,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,15092,,,,,0,1,0,,,,,,
1,1666778994243,26/10/2022 10:09:54,1666778994219,1,26/10/2022 11:09:54,99963,4,task-mqly,,24820556,5ea03f646eca87059bf9a105,7329404,,complete,,635907420ed379b64851e31c,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1093x526,urn-finalfeed,consent-form-data,2,Team Bandit,,,bandit-finalfeedback,consented,,,,,,,,,,,,,,,,,urn-finalfeed,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666779000951,26/10/2022 10:10:00,1666779000959,1,26/10/2022 11:10:00,99963,4,task-mqly,,24820556,5ea03f646eca87059bf9a105,7329404,,complete,,635907420ed379b64851e31c,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1079x526,urn-finalfeed,consent-form-data,2,Team Bandit,,,bandit-finalfeedback,consented,,,,,,,,,,,,,,,,,urn-finalfeed,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,6692.800000011921,,,,,0,1,0,,,,,,form
