Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
1,1670849180426,12/12/2022 12:46:20,1670849177856,0,12/12/2022 12:46:17,96489,6,task-vd7p,,25878630,5bfece626e6cd80001beb6c0,7651852,,complete,,6397227d084611dfd556c395,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1350x640,str-posneg,consent-form-data-task,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,,str-posneg,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670849184017,12/12/2022 12:46:24,1670849181406,0,12/12/2022 12:46:21,96489,6,task-vd7p,,25878630,5bfece626e6cd80001beb6c0,7651852,,complete,,6397227d084611dfd556c395,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1350x640,str-posneg,consent-form-data-task,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,,str-posneg,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3439.7000000178814,,,,,0,1,0,,,,,,form
3,1670849184116,12/12/2022 12:46:24,1670849181412,0,12/12/2022 12:46:21,96489,6,task-vd7p,,25878630,5bfece626e6cd80001beb6c0,7651852,,complete,,6397227d084611dfd556c395,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1350x640,str-posneg,consent-form-data-task,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,,str-posneg,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,3556,,,,,0,1,0,,,,,,
1,1670849294417,12/12/2022 12:48:14,1670849294396,0,12/12/2022 12:48:14,96489,6,task-vd7p,,25878737,57e280e7ea00cf0001d491c9,7651872,,complete,,639722fc4f1d25fa450b6bd5,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 108.0.0.0,1396x785,1396x666,urn-bonus,consent-form-data-task,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670849296492,12/12/2022 12:48:16,1670849296520,0,12/12/2022 12:48:16,96489,6,task-vd7p,,25878737,57e280e7ea00cf0001d491c9,7651872,,complete,,639722fc4f1d25fa450b6bd5,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 108.0.0.0,1396x785,1396x666,urn-bonus,consent-form-data-task,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2074.2000000001863,,,,,0,1,0,,,,,,form
3,1670849296562,12/12/2022 12:48:16,1670849296524,0,12/12/2022 12:48:16,96489,6,task-vd7p,,25878737,57e280e7ea00cf0001d491c9,7651872,,complete,,639722fc4f1d25fa450b6bd5,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 108.0.0.0,1396x785,1396x666,urn-bonus,consent-form-data-task,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,,,END TASK,,,,,2128,,,,,0,1,0,,,,,,
1,1670849333456,12/12/2022 12:48:53,1670849333390,0,12/12/2022 12:48:53,96489,6,task-vd7p,,25878772,595133ca2e0323000136855a,7651879,,complete,,63972323a20abca7dcc5764b,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.42,1366x768,1319x657,rdk-finalfeed,consent-form-data-task,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,,,rdk-finalfeed,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670849335792,12/12/2022 12:48:55,1670849335755,0,12/12/2022 12:48:55,96489,6,task-vd7p,,25878772,595133ca2e0323000136855a,7651879,,complete,,63972323a20abca7dcc5764b,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.42,1366x768,1319x657,rdk-finalfeed,consent-form-data-task,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,,,rdk-finalfeed,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2309.5999999996275,,,,,0,1,0,,,,,,form
3,1670849335882,12/12/2022 12:48:55,1670849335759,0,12/12/2022 12:48:55,96489,6,task-vd7p,,25878772,595133ca2e0323000136855a,7651879,,complete,,63972323a20abca7dcc5764b,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.42,1366x768,1319x657,rdk-finalfeed,consent-form-data-task,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,,,rdk-finalfeed,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2368,,,,,0,1,0,,,,,,
1,1670849450693,12/12/2022 12:50:50,1670849450611,0,12/12/2022 12:50:50,96489,6,task-vd7p,,25878884,5f0f56e34a14ba0fa8389150,7651899,,complete,,639723993fc8728a89fcb3dc,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x722,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670849452657,12/12/2022 12:50:52,1670849452642,0,12/12/2022 12:50:52,96489,6,task-vd7p,,25878884,5f0f56e34a14ba0fa8389150,7651899,,complete,,639723993fc8728a89fcb3dc,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1972.1000000238419,,,,,0,1,0,,,,,,form
3,1670849452735,12/12/2022 12:50:52,1670849452649,0,12/12/2022 12:50:52,96489,6,task-vd7p,,25878884,5f0f56e34a14ba0fa8389150,7651899,,complete,,639723993fc8728a89fcb3dc,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,urn-video,consent-form-data-task,2,Team Bandit,,,bandit-video,consented,,,,,,,,,,,,,,,,,,urn-video,,,,consented,Spreadsheet1,,,END TASK,,,,,2038,,,,,0,1,0,,,,,,
1,1670851834660,12/12/2022 13:30:34,1670851834709,0,12/12/2022 13:30:34,96489,6,task-vd7p,,25880721,60dddafcba71ad145265250d,7652229,,complete,,63972cde96c6342e2bd33a2e,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x569,rdk-bonus,consent-form-data-task,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,,,rdk-bonus,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1670851837350,12/12/2022 13:30:37,1670851837461,0,12/12/2022 13:30:37,96489,6,task-vd7p,,25880721,60dddafcba71ad145265250d,7652229,,complete,,63972cde96c6342e2bd33a2e,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x569,rdk-bonus,consent-form-data-task,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,,,rdk-bonus,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2702.300000190735,,,,,0,1,0,,,,,,form
3,1670851837432,12/12/2022 13:30:37,1670851837465,0,12/12/2022 13:30:37,96489,6,task-vd7p,,25880721,60dddafcba71ad145265250d,7652229,,complete,,63972cde96c6342e2bd33a2e,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x569,rdk-bonus,consent-form-data-task,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,,,rdk-bonus,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2757,,,,,0,1,0,,,,,,
END OF FILE
