Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,ShowProgressBar,ShowProgressBar1
161,1670773135386,11/12/2022 15:38:55,1670773138658,0,11/12/2022 15:38:58,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,159,62,1,trial,responseB,response_keyboard,580.9450000015204,,,left,1,1,0,0,,,,9,10,trials,coherence-80-ll.mp4,left,1,
162,1670773135886,11/12/2022 15:38:55,1670773139155,0,11/12/2022 15:38:59,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,159,62,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,9,10,trials,coherence-80-ll.mp4,left,1,
163,1670773137112,11/12/2022 15:38:57,1670773140389,0,11/12/2022 15:39:00,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,148,63,1,trial,responseA,response_keyboard,1211.6450000030454,,,up,1,0,1,0,,,,9,10,trials,coherence-10-dd.mp4,down,1,
164,1670773137597,11/12/2022 15:38:57,1670773140872,0,11/12/2022 15:39:00,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,148,63,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,9,10,trials,coherence-10-dd.mp4,down,1,
165,1670773138166,11/12/2022 15:38:58,1670773141436,0,11/12/2022 15:39:01,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,162,64,1,trial,responseB,response_keyboard,541.0249999986263,,,right,1,1,0,0,,,,9,10,trials,coherence-40-rr.mp4,right,1,
166,1670773138654,11/12/2022 15:38:58,1670773141923,0,11/12/2022 15:39:01,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,162,64,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,9,10,trials,coherence-40-rr.mp4,right,1,
167,1670773139477,11/12/2022 15:38:59,1670773142746,0,11/12/2022 15:39:02,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,108,65,1,trial,responseB,response_keyboard,800.1450000010664,,,right,1,0,1,0,,,,6,7,trials,coherence-10-ll.mp4,left,1,
168,1670773139965,11/12/2022 15:38:59,1670773143240,0,11/12/2022 15:39:03,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,108,65,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,6,7,trials,coherence-10-ll.mp4,left,1,
169,1670773140825,11/12/2022 15:39:00,1670773144094,0,11/12/2022 15:39:04,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,102,66,1,trial,responseA,response_keyboard,829.6750000008615,,,down,1,1,0,0,,,,6,7,trials,coherence-40-dd.mp4,down,1,
170,1670773141308,11/12/2022 15:39:01,1670773144590,0,11/12/2022 15:39:04,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,102,66,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,6,7,trials,coherence-40-dd.mp4,down,1,
171,1670773144172,11/12/2022 15:39:04,1670773147436,0,11/12/2022 15:39:07,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,100,67,1,trial,responseB,response_keyboard,2823.6049999977695,,,right,1,0,1,0,,,,6,7,trials,coherence-10-dd.mp4,down,1,
172,1670773144651,11/12/2022 15:39:04,1670773147923,0,11/12/2022 15:39:07,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,100,67,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,6,7,trials,coherence-10-dd.mp4,down,1,
173,1670773145757,11/12/2022 15:39:05,1670773149027,0,11/12/2022 15:39:09,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,105,68,1,trial,responseA,response_keyboard,1081.1500000054366,,,up,1,1,0,0,,,,6,7,trials,coherence-20-uu.mp4,up,1,
174,1670773146254,11/12/2022 15:39:06,1670773149523,0,11/12/2022 15:39:09,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,105,68,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,6,7,trials,coherence-20-uu.mp4,up,1,
175,1670773146973,11/12/2022 15:39:06,1670773150244,0,11/12/2022 15:39:10,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,110,69,1,trial,responseB,response_keyboard,693.1350000013481,,,left,1,1,0,0,,,,6,7,trials,coherence-40-ll.mp4,left,1,
176,1670773147466,11/12/2022 15:39:07,1670773150740,0,11/12/2022 15:39:10,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,110,69,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,6,7,trials,coherence-40-ll.mp4,left,1,
177,1670773148612,11/12/2022 15:39:08,1670773151880,0,11/12/2022 15:39:11,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,109,70,1,trial,responseB,response_keyboard,1117.1749999994063,,,left,1,1,0,0,,,,6,7,trials,coherence-20-ll.mp4,left,1,
178,1670773149102,11/12/2022 15:39:09,1670773152374,0,11/12/2022 15:39:12,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,109,70,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,6,7,trials,coherence-20-ll.mp4,left,1,
179,1670773150454,11/12/2022 15:39:10,1670773153725,0,11/12/2022 15:39:13,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,106,71,1,trial,responseA,response_keyboard,1329.6549999940908,,,up,1,1,0,0,,,,6,7,trials,coherence-40-uu.mp4,up,1,
180,1670773150950,11/12/2022 15:39:10,1670773154224,0,11/12/2022 15:39:14,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,106,71,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,6,7,trials,coherence-40-uu.mp4,up,1,
181,1670773152142,11/12/2022 15:39:12,1670773155415,0,11/12/2022 15:39:15,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,113,72,1,trial,responseB,response_keyboard,1170.1350000003004,,,right,1,1,0,0,,,,6,7,trials,coherence-20-rr.mp4,right,1,
182,1670773152635,11/12/2022 15:39:12,1670773155907,0,11/12/2022 15:39:15,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,113,72,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,6,7,trials,coherence-20-rr.mp4,right,1,
183,1670773153520,11/12/2022 15:39:13,1670773156787,0,11/12/2022 15:39:16,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,104,73,1,trial,responseA,response_keyboard,851.1749999961467,,,down,1,0,1,0,,,,6,7,trials,coherence-10-uu.mp4,up,1,
184,1670773154015,11/12/2022 15:39:14,1670773157275,0,11/12/2022 15:39:17,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,104,73,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,6,7,trials,coherence-10-uu.mp4,up,1,
185,1670773154609,11/12/2022 15:39:14,1670773157876,0,11/12/2022 15:39:17,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,115,74,1,trial,responseB,response_keyboard,574.1199999974924,,,right,1,1,0,0,,,,6,7,trials,coherence-80-rr.mp4,right,1,
186,1670773155113,11/12/2022 15:39:15,1670773158374,0,11/12/2022 15:39:18,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,115,74,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,6,7,trials,coherence-80-rr.mp4,right,1,
187,1670773155868,11/12/2022 15:39:15,1670773159138,0,11/12/2022 15:39:19,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,103,75,1,trial,responseA,response_keyboard,742.9550000015297,,,down,1,1,0,0,,,,6,7,trials,coherence-80-dd.mp4,down,1,
188,1670773156352,11/12/2022 15:39:16,1670773159624,0,11/12/2022 15:39:19,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,103,75,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,6,7,trials,coherence-80-dd.mp4,down,1,
189,1670773157714,11/12/2022 15:39:17,1670773160985,0,11/12/2022 15:39:20,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,112,76,1,trial,responseB,response_keyboard,1335.3450000067824,,,right,1,1,0,0,,,,6,7,trials,coherence-10-rr.mp4,right,1,
190,1670773158202,11/12/2022 15:39:18,1670773161475,0,11/12/2022 15:39:21,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,112,76,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,6,7,trials,coherence-10-rr.mp4,right,1,
191,1670773158900,11/12/2022 15:39:18,1670773162167,0,11/12/2022 15:39:22,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,107,77,1,trial,responseA,response_keyboard,669.8850000029779,,,up,1,1,0,0,,,,6,7,trials,coherence-80-uu.mp4,up,1,
192,1670773159387,11/12/2022 15:39:19,1670773162658,0,11/12/2022 15:39:22,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,107,77,3,fixation,fixation,timelimit_screen,500.0099999999802,,,,,0,1,0,,,1,6,7,trials,coherence-80-uu.mp4,up,1,
193,1670773160738,11/12/2022 15:39:20,1670773164015,0,11/12/2022 15:39:24,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,101,78,1,trial,responseA,response_keyboard,1335.269999995944,,,down,1,1,0,0,,,,6,7,trials,coherence-20-dd.mp4,down,1,
194,1670773161233,11/12/2022 15:39:21,1670773164509,0,11/12/2022 15:39:24,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,101,78,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,6,7,trials,coherence-20-dd.mp4,down,1,
195,1670773161844,11/12/2022 15:39:21,1670773165115,0,11/12/2022 15:39:25,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,114,79,1,trial,responseB,response_keyboard,579.7349999993457,,,right,1,1,0,0,,,,6,7,trials,coherence-40-rr.mp4,right,1,
196,1670773162334,11/12/2022 15:39:22,1670773165608,0,11/12/2022 15:39:25,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,114,79,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,6,7,trials,coherence-40-rr.mp4,right,1,
197,1670773163028,11/12/2022 15:39:23,1670773166295,0,11/12/2022 15:39:26,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,111,80,1,trial,responseB,response_keyboard,664.6949999994831,,,left,1,1,0,0,,,,6,7,trials,coherence-80-ll.mp4,left,1,
198,1670773163525,11/12/2022 15:39:23,1670773166792,0,11/12/2022 15:39:26,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,111,80,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,6,7,trials,coherence-80-ll.mp4,left,1,
199,1670773164109,11/12/2022 15:39:24,1670773167385,0,11/12/2022 15:39:27,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,147,81,1,trial,responseB,response_keyboard,571.2399999974878,,,right,1,1,0,0,,,,8,9,trials,coherence-80-rr.mp4,right,1,
200,1670773164602,11/12/2022 15:39:24,1670773167876,0,11/12/2022 15:39:27,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,147,81,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,8,9,trials,coherence-80-rr.mp4,right,1,
201,1670773165636,11/12/2022 15:39:25,1670773168902,0,11/12/2022 15:39:28,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,137,82,1,trial,responseA,response_keyboard,1009.3050000068615,,,up,1,1,0,0,,,,8,9,trials,coherence-20-uu.mp4,up,1,
202,1670773166121,11/12/2022 15:39:26,1670773169392,0,11/12/2022 15:39:29,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,137,82,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,8,9,trials,coherence-20-uu.mp4,up,1,
203,1670773166942,11/12/2022 15:39:26,1670773170215,0,11/12/2022 15:39:30,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,139,83,1,trial,responseA,response_keyboard,800.0449999963166,,,up,1,1,0,0,,,,8,9,trials,coherence-80-uu.mp4,up,1,
