Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Randomise questionnaire elements?,Question Key,Response
2,1670773760426,11/12/2022 15:49:20,1670773760274,0,11/12/2022 15:49:20,96489,6,questionnaire-vwo4,,25860757,5de8e0ac9ba3e8000a970881,7647718,,complete,,6395fa48beb4a3fbf2354f13,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x900,urn-bonus,debriefing,4,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,,,,urn-bonus,consented,No,engagement-value,0
3,1670773760776,11/12/2022 15:49:20,1670773760276,0,11/12/2022 15:49:20,96489,6,questionnaire-vwo4,,25860757,5de8e0ac9ba3e8000a970881,7647718,,complete,,6395fa48beb4a3fbf2354f13,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x900,urn-bonus,debriefing,4,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,,,,urn-bonus,consented,No,response_comment,I can't move the cursor above. I was engaged throughout the exercise. 
4,1670773760776,11/12/2022 15:49:20,1670773760276,0,11/12/2022 15:49:20,96489,6,questionnaire-vwo4,,25860757,5de8e0ac9ba3e8000a970881,7647718,,complete,,6395fa48beb4a3fbf2354f13,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x900,urn-bonus,debriefing,4,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,,,,urn-bonus,consented,No,END QUESTIONNAIRE,35276
1,1670773762107,11/12/2022 15:49:22,1670773761914,0,11/12/2022 15:49:21,96489,6,questionnaire-vwo4,,25860776,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x657,rdk-progress,debriefing,4,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,No,BEGIN QUESTIONNAIRE,
2,1670773774936,11/12/2022 15:49:34,1670773774797,0,11/12/2022 15:49:34,96489,6,questionnaire-vwo4,,25860776,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1349x657,rdk-progress,debriefing,4,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,No,engagement-value,1
3,1670773775007,11/12/2022 15:49:35,1670773774800,0,11/12/2022 15:49:34,96489,6,questionnaire-vwo4,,25860776,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1349x657,rdk-progress,debriefing,4,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,No,response_comment,
4,1670773775007,11/12/2022 15:49:35,1670773774801,0,11/12/2022 15:49:34,96489,6,questionnaire-vwo4,,25860776,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1349x657,rdk-progress,debriefing,4,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,No,END QUESTIONNAIRE,12887
1,1670773769053,11/12/2022 15:49:29,1670773768903,0,11/12/2022 15:49:28,96489,6,questionnaire-vwo4,,25860777,5c778c52419b560001020625,7647723,,complete,,6395fa5b464dc64d825673e4,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x568,rdk-bonus,debriefing,4,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,,,rdk-bonus,,,,,,,,consented,No,BEGIN QUESTIONNAIRE,
2,1670773776791,11/12/2022 15:49:36,1670773776586,0,11/12/2022 15:49:36,96489,6,questionnaire-vwo4,,25860777,5c778c52419b560001020625,7647723,,complete,,6395fa5b464dc64d825673e4,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x568,rdk-bonus,debriefing,4,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,,,rdk-bonus,,,,,,,,consented,No,engagement-value,1
3,1670773776859,11/12/2022 15:49:36,1670773776591,0,11/12/2022 15:49:36,96489,6,questionnaire-vwo4,,25860777,5c778c52419b560001020625,7647723,,complete,,6395fa5b464dc64d825673e4,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x568,rdk-bonus,debriefing,4,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,,,rdk-bonus,,,,,,,,consented,No,response_comment,
4,1670773776859,11/12/2022 15:49:36,1670773776594,0,11/12/2022 15:49:36,96489,6,questionnaire-vwo4,,25860777,5c778c52419b560001020625,7647723,,complete,,6395fa5b464dc64d825673e4,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x568,rdk-bonus,debriefing,4,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,,,rdk-bonus,,,,,,,,consented,No,END QUESTIONNAIRE,7691
