Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,ShowProgressBar,ShowProgressBar1,ANSWER,Left,Right,Up,Down
127,1670773297974,11/12/2022 15:41:37,1670773298119,0,11/12/2022 15:41:38,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,184,53,1,trial,responseB,response_keyboard,716.5999999996275,,,Green,1,1,0,0,,,,11,12,trials,GREENyellow.jpg,Green,1,,,Red,Yellow,Blue,Green
128,1670773298775,11/12/2022 15:41:38,1670773298600,0,11/12/2022 15:41:38,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,184,53,3,fixation,fixation,timelimit_screen,499.8880000000063,,,,,0,1,0,,,1,11,12,trials,GREENyellow.jpg,Green,1,,,Red,Yellow,Blue,Green
129,1670773299106,11/12/2022 15:41:39,1670773299262,0,11/12/2022 15:41:39,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,180,54,1,trial,responseA,response_keyboard,629.5,,,Yellow,1,1,0,0,,,,11,12,trials,YELLOWyellow.jpg,Yellow,1,,,Red,Yellow,Blue,Green
130,1670773299623,11/12/2022 15:41:39,1670773299746,0,11/12/2022 15:41:39,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,180,54,3,fixation,fixation,timelimit_screen,500.0370000000112,,,,,0,1,0,,,1,11,12,trials,YELLOWyellow.jpg,Yellow,1,,,Red,Yellow,Blue,Green
131,1670773300377,11/12/2022 15:41:40,1670773300532,0,11/12/2022 15:41:40,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,183,55,1,trial,responseB,response_keyboard,754.7000000001863,,,Blue,1,1,0,0,,,,11,12,trials,BLUEyellow.jpg,Blue,1,,,Red,Yellow,Blue,Green
132,1670773300867,11/12/2022 15:41:40,1670773301016,0,11/12/2022 15:41:41,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,183,55,3,fixation,fixation,timelimit_screen,500.11900000000605,,,,,0,1,0,,,1,11,12,trials,BLUEyellow.jpg,Blue,1,,,Red,Yellow,Blue,Green
133,1670773301610,11/12/2022 15:41:41,1670773301756,0,11/12/2022 15:41:41,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,187,56,1,trial,responseA,response_keyboard,705.9000000003725,,,Red,1,1,0,0,,,,11,12,trials,REDblue.jpg,Red,1,,,Red,Yellow,Blue,Green
134,1670773302099,11/12/2022 15:41:42,1670773302246,0,11/12/2022 15:41:42,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,187,56,3,fixation,fixation,timelimit_screen,500.1919999999809,,,,,0,1,0,,,1,11,12,trials,REDblue.jpg,Red,1,,,Red,Yellow,Blue,Green
135,1670773302675,11/12/2022 15:41:42,1670773302823,0,11/12/2022 15:41:42,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,193,57,1,trial,responseA,response_keyboard,544,,,Red,1,1,0,0,,,,11,12,trials,REDred.jpg,Red,1,,,Red,Yellow,Blue,Green
136,1670773303548,11/12/2022 15:41:43,1670773303308,0,11/12/2022 15:41:43,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,193,57,3,fixation,fixation,timelimit_screen,500.20900000000256,,,,,0,1,0,,,1,11,12,trials,REDred.jpg,Red,1,,,Red,Yellow,Blue,Green
137,1670773303907,11/12/2022 15:41:43,1670773304052,0,11/12/2022 15:41:44,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,185,58,1,trial,responseA,response_keyboard,709.5999999996275,,,Red,1,1,0,0,,,,11,12,trials,REDyellow.jpg,Red,1,,,Red,Yellow,Blue,Green
138,1670773304383,11/12/2022 15:41:44,1670773304537,0,11/12/2022 15:41:44,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,185,58,3,fixation,fixation,timelimit_screen,499.7060000000056,,,,,0,1,0,,,1,11,12,trials,REDyellow.jpg,Red,1,,,Red,Yellow,Blue,Green
139,1670773305026,11/12/2022 15:41:45,1670773305180,0,11/12/2022 15:41:45,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,194,59,1,trial,responseA,response_keyboard,608.3999999994412,,,Red,1,1,0,0,,,,11,12,trials,REDgreen.jpg,Red,1,,,Red,Yellow,Blue,Green
140,1670773305513,11/12/2022 15:41:45,1670773305662,0,11/12/2022 15:41:45,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,194,59,3,fixation,fixation,timelimit_screen,499.7039999999979,,,,,0,1,0,,,1,11,12,trials,REDgreen.jpg,Red,1,,,Red,Yellow,Blue,Green
141,1670773306183,11/12/2022 15:41:46,1670773306330,0,11/12/2022 15:41:46,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,191,60,1,trial,responseB,response_keyboard,636.5999999996275,,,Blue,1,1,0,0,,,,11,12,trials,BLUEred.jpg,Blue,1,,,Red,Yellow,Blue,Green
142,1670773306674,11/12/2022 15:41:46,1670773306829,0,11/12/2022 15:41:46,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,191,60,3,fixation,fixation,timelimit_screen,500.34900000001653,,,,,0,1,0,,,1,11,12,trials,BLUEred.jpg,Blue,1,,,Red,Yellow,Blue,Green
143,1670773307237,11/12/2022 15:41:47,1670773307347,0,11/12/2022 15:41:47,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,192,61,1,trial,responseB,response_keyboard,486.59999999962747,,,Blue,1,1,0,0,,,,11,12,trials,BLUEgreen.jpg,Blue,1,,,Red,Yellow,Blue,Green
144,1670773307684,11/12/2022 15:41:47,1670773307829,0,11/12/2022 15:41:47,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,192,61,3,fixation,fixation,timelimit_screen,500.2399999999907,,,,,0,1,0,,,1,11,12,trials,BLUEgreen.jpg,Blue,1,,,Red,Yellow,Blue,Green
145,1670773308366,11/12/2022 15:41:48,1670773308513,0,11/12/2022 15:41:48,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,186,62,1,trial,responseA,response_keyboard,650.7000000001863,,,Yellow,1,1,0,0,,,,11,12,trials,YELLOWred.jpg,Yellow,1,,,Red,Yellow,Blue,Green
146,1670773308836,11/12/2022 15:41:48,1670773308996,0,11/12/2022 15:41:48,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,186,62,3,fixation,fixation,timelimit_screen,499.98399999999674,,,,,0,1,0,,,1,11,12,trials,YELLOWred.jpg,Yellow,1,,,Red,Yellow,Blue,Green
147,1670773309476,11/12/2022 15:41:49,1670773309625,0,11/12/2022 15:41:49,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,181,63,1,trial,responseA,response_keyboard,597.2000000001863,,,Yellow,1,1,0,0,,,,11,12,trials,YELLOWgreen.jpg,Yellow,1,,,Red,Yellow,Blue,Green
148,1670773309976,11/12/2022 15:41:49,1670773310121,0,11/12/2022 15:41:50,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,181,63,3,fixation,fixation,timelimit_screen,499.7140000000072,,,,,0,1,0,,,1,11,12,trials,YELLOWgreen.jpg,Yellow,1,,,Red,Yellow,Blue,Green
149,1670773310637,11/12/2022 15:41:50,1670773310786,0,11/12/2022 15:41:50,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,190,64,1,trial,responseB,response_keyboard,633.5999999996275,,,Green,1,1,0,0,,,,11,12,trials,GREENgreen.jpg,Green,1,,,Red,Yellow,Blue,Green
150,1670773311120,11/12/2022 15:41:51,1670773311267,0,11/12/2022 15:41:51,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,190,64,3,fixation,fixation,timelimit_screen,500.0320000000065,,,,,0,1,0,,,1,11,12,trials,GREENgreen.jpg,Green,1,,,Red,Yellow,Blue,Green
151,1670773312103,11/12/2022 15:41:52,1670773312249,0,11/12/2022 15:41:52,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,84,65,1,trial,responseA,response_keyboard,947.7999999998137,,,Yellow,1,1,0,0,,,,5,6,trials,YELLOWyellow.jpg,Yellow,1,,,Red,Yellow,Blue,Green
152,1670773312596,11/12/2022 15:41:52,1670773312745,0,11/12/2022 15:41:52,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,84,65,3,fixation,fixation,timelimit_screen,499.65299999999115,,,,,0,1,0,,,1,5,6,trials,YELLOWyellow.jpg,Yellow,1,,,Red,Yellow,Blue,Green
153,1670773313166,11/12/2022 15:41:53,1670773313324,0,11/12/2022 15:41:53,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,90,66,1,trial,responseA,response_keyboard,546.3999999994412,,,Yellow,1,1,0,0,,,,5,6,trials,YELLOWred.jpg,Yellow,1,,,Red,Yellow,Blue,Green
154,1670773313661,11/12/2022 15:41:53,1670773313808,0,11/12/2022 15:41:53,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,90,66,3,fixation,fixation,timelimit_screen,499.8179999999993,,,,,0,1,0,,,1,5,6,trials,YELLOWred.jpg,Yellow,1,,,Red,Yellow,Blue,Green
155,1670773314485,11/12/2022 15:41:54,1670773314643,0,11/12/2022 15:41:54,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,97,67,1,trial,responseA,response_keyboard,803.4000000003725,,,Red,1,1,0,0,,,,5,6,trials,REDred.jpg,Red,1,,,Red,Yellow,Blue,Green
156,1670773315327,11/12/2022 15:41:55,1670773315141,0,11/12/2022 15:41:55,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,97,67,3,fixation,fixation,timelimit_screen,500.1490000000049,,,,,0,1,0,,,1,5,6,trials,REDred.jpg,Red,1,,,Red,Yellow,Blue,Green
157,1670773316212,11/12/2022 15:41:56,1670773316361,0,11/12/2022 15:41:56,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,92,68,1,trial,responseB,response_keyboard,1186.7999999998137,,,Green,1,1,0,0,,,,5,6,trials,GREENblue.jpg,Green,1,,,Red,Yellow,Blue,Green
158,1670773316697,11/12/2022 15:41:56,1670773316850,0,11/12/2022 15:41:56,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,92,68,3,fixation,fixation,timelimit_screen,499.80199999999604,,,,,0,1,0,,,1,5,6,trials,GREENblue.jpg,Green,1,,,Red,Yellow,Blue,Green
159,1670773317401,11/12/2022 15:41:57,1670773317546,0,11/12/2022 15:41:57,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,85,69,1,trial,responseA,response_keyboard,660.9000000003725,,,Yellow,1,1,0,0,,,,5,6,trials,YELLOWgreen.jpg,Yellow,1,,,Red,Yellow,Blue,Green
160,1670773317887,11/12/2022 15:41:57,1670773318037,0,11/12/2022 15:41:58,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,85,69,3,fixation,fixation,timelimit_screen,499.97000000000116,,,,,0,1,0,,,1,5,6,trials,YELLOWgreen.jpg,Yellow,1,,,Red,Yellow,Blue,Green
161,1670773318532,11/12/2022 15:41:58,1670773318684,0,11/12/2022 15:41:58,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,86,70,1,trial,responseA,response_keyboard,612.1000000005588,,,Yellow,1,1,0,0,,,,5,6,trials,YELLOWblue.jpg,Yellow,1,,,Red,Yellow,Blue,Green
162,1670773319033,11/12/2022 15:41:59,1670773319183,0,11/12/2022 15:41:59,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,86,70,3,fixation,fixation,timelimit_screen,500.3389999999781,,,,,0,1,0,,,1,5,6,trials,YELLOWblue.jpg,Yellow,1,,,Red,Yellow,Blue,Green
163,1670773319664,11/12/2022 15:41:59,1670773319818,0,11/12/2022 15:41:59,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,99,71,1,trial,responseB,response_keyboard,603.7999999998137,,,Blue,1,1,0,0,,,,5,6,trials,BLUEblue.jpg,Blue,1,,,Red,Yellow,Blue,Green
164,1670773320150,11/12/2022 15:42:00,1670773320308,0,11/12/2022 15:42:00,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,99,71,3,fixation,fixation,timelimit_screen,500.2870000000112,,,,,0,1,0,,,1,5,6,trials,BLUEblue.jpg,Blue,1,,,Red,Yellow,Blue,Green
165,1670773320738,11/12/2022 15:42:00,1670773320896,0,11/12/2022 15:42:00,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,87,72,1,trial,responseB,response_keyboard,553,,,Blue,1,1,0,0,,,,5,6,trials,BLUEyellow.jpg,Blue,1,,,Red,Yellow,Blue,Green
166,1670773321251,11/12/2022 15:42:01,1670773321392,0,11/12/2022 15:42:01,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,87,72,3,fixation,fixation,timelimit_screen,500.4680000000226,,,,,0,1,0,,,1,5,6,trials,BLUEyellow.jpg,Blue,1,,,Red,Yellow,Blue,Green
167,1670773322211,11/12/2022 15:42:02,1670773322360,0,11/12/2022 15:42:02,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,88,73,1,trial,responseB,response_keyboard,932.2000000001863,,,Green,1,1,0,0,,,,5,6,trials,GREENyellow.jpg,Green,1,,,Red,Yellow,Blue,Green
168,1670773322700,11/12/2022 15:42:02,1670773322850,0,11/12/2022 15:42:02,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,88,73,3,fixation,fixation,timelimit_screen,499.9200000000128,,,,,0,1,0,,,1,5,6,trials,GREENyellow.jpg,Green,1,,,Red,Yellow,Blue,Green
